FDOY (MST), Ozone 49C (ppbv), Ozone PA (ppbv), Residual (ppbv), Date Time (local MST or MDT),Temp C
27.3849,32.79,48.3,-1.05682, 2021-1-27 9:14:14,5.555555556
27.3918,35.38,48.6,-4.3493, 2021-1-27 9:24:14,5.555555556
27.3988,35.24,49.425,-3.33011, 2021-1-27 9:34:14,5.555555556
27.4057,33.88,50.325,-0.543714, 2021-1-27 9:44:14,5.555555556
27.4127,36.1,51.75,-2.19799, 2021-1-27 9:54:14,6.111111111
27.4196,34.71,50.7,-1.31997, 2021-1-27 10:4:14,6.111111111
27.4266,34.62,46.8,-5.09514, 2021-1-27 10:14:14,7.222222222
27.4335,27.58,43.35,1.21976, 2021-1-27 10:24:14,6.666666667
27.4404,32.5,44.85,-4.10457, 2021-1-27 10:34:14,7.777777778
27.4474,31.44,46.125,-1.35929, 2021-1-27 10:44:14,7.222222222
27.4543,33.5,49.35,-0.991631, 2021-1-27 10:54:14,7.222222222
27.4613,37.73,53.55,-2.65889, 2021-1-27 11:4:14,8.333333333
27.4682,36.17,52.65,-1.39508, 2021-1-27 11:14:14,7.777777778
27.4752,37.7,53.325,-2.84228, 2021-1-27 11:24:14,7.777777778
27.4821,38.09,54.225,-2.48323, 2021-1-27 11:34:14,7.777777778
27.4891,37.88,54.9,-1.51695, 2021-1-27 11:44:14,7.777777778
27.496,37.35,52.425,-3.25681, 2021-1-27 11:54:14,8.333333333
27.5029,35.82,51.975,-1.58461, 2021-1-27 12:4:14,8.888888889
27.5099,39.9,54.6,-4.61881, 2021-1-27 12:14:14,7.777777778
27.5168,40.29,57.825,-1.93477, 2021-1-27 12:24:14,6.666666667
27.5238,40.16,59.55,-0.0294486, 2021-1-27 12:34:14,6.111111111
27.5307,41.09,60.375,-0.494414, 2021-1-27 12:44:14,6.111111111
27.5377,40.66,58.875,-1.39798, 2021-1-27 12:54:14,6.111111111
27.5446,40.26,58.5,-1.21815, 2021-1-27 13:4:14,5.555555556
27.5516,39.44,56.025,-2.55577, 2021-1-27 13:14:14,6.111111111
27.5585,39.14,56.775,-1.38965, 2021-1-27 13:24:14,6.111111111
27.5654,40.39,52.725,-7.17347, 2021-1-27 13:34:14,6.666666667
27.5724,40.14,50.025,-9.52671, 2021-1-27 13:44:14,7.222222222
27.5793,35.04,48.075,-4.4027, 2021-1-27 13:54:14,7.777777778
27.5863,35.54,47.25,-5.92123, 2021-1-27 14:4:14,7.777777778
27.5932,36.87,50.775,-4.24102, 2021-1-27 14:14:14,8.888888889
27.6002,35.25,46.35,-6.41899, 2021-1-27 14:24:14,8.333333333
27.6071,36.11,48.15,-5.81186, 2021-1-27 14:34:14,8.888888889
27.6141,36.23,49.125,-5.0033, 2021-1-27 14:44:14,8.888888889
27.621,38.77,50.1,-7.55144, 2021-1-27 14:54:14,8.888888889
27.6279,36.04,48.675,-5.18976, 2021-1-27 15:4:14,8.333333333
27.6349,35.49,48,-5.10188, 2021-1-27 15:14:14,8.888888889
27.6418,35.29,48.45,-4.37447, 2021-1-27 15:24:14,8.888888889
27.6488,36.32,46.425,-7.82814, 2021-1-27 15:34:14,8.888888889
27.6557,34.3,45.975,-5.47628, 2021-1-27 15:44:14,8.888888889
27.6627,34.21,46.125,-5.20144, 2021-1-27 15:54:14,8.888888889
27.6696,34.84,48.9,-3.30029, 2021-1-27 16:4:14,7.777777778
27.6766,37.17,49.875,-5.55714, 2021-1-27 16:14:14,7.777777778
27.6835,35.78,45.075,-8.42913, 2021-1-27 16:24:14,7.777777778
27.6904,33.29,44.7,-5.35035, 2021-1-27 16:34:14,7.777777778
27.6974,33.27,38.25,-11.7726, 2021-1-27 16:44:14,7.777777778
27.7043,30.2,40.575,-5.18933, 2021-1-27 16:54:14,7.222222222
27.7113,31.67,46.05,-1.75331, 2021-1-27 17:4:14,7.222222222
27.7182,35.4,45.825,-7.15204, 2021-1-27 17:14:14,6.666666667
27.7252,32.63,44.475,-4.65989, 2021-1-27 17:24:14,6.666666667
27.7321,31.15,41.775,-5.30704, 2021-1-27 17:34:14,6.666666667
27.7391,33.23,42.675,-7.29212, 2021-1-27 17:44:14,6.666666667
27.746,32.4,43.275,-5.54087, 2021-1-27 17:54:14,6.111111111
27.7529,33.22,43.35,-6.60325, 2021-1-27 18:4:14,6.111111111
27.7599,32.15,37.5,-10.9691, 2021-1-27 18:14:14,6.111111111
27.7668,32.38,43.05,-5.73812, 2021-1-27 18:24:14,5.555555556
27.7738,30.89,37.575,-9.1464, 2021-1-27 18:34:14,6.111111111
27.7807,27.3,38.1,-3.64186, 2021-1-27 18:44:14,6.111111111
27.7877,29.04,34.125,-10.0303, 2021-1-27 18:54:14,6.111111111
27.7946,25.9,37.35,-2.44998, 2021-1-27 19:4:14,6.111111111
27.8016,29.32,39.45,-5.09372, 2021-1-27 19:14:14,6.111111111
27.8085,29.11,33,-11.2524, 2021-1-27 19:24:14,6.111111111
27.8154,23.84,28.875,-8.06763, 2021-1-27 19:34:14,6.111111111
27.8224,24.96,29.55,-8.94614, 2021-1-27 19:44:14,6.111111111
27.8293,22.27,26.7,-8.06495, 2021-1-27 19:54:14,6.111111111
27.8363,23.22,26.025,-10.0577, 2021-1-27 20:4:14,6.111111111
27.8432,22.98,27.825,-7.92476, 2021-1-27 20:14:14,6.111111111
27.8502,21.21,29.4,-3.89467, 2021-1-27 20:24:14,6.111111111
27.8571,28.22,33.975,-9.04296, 2021-1-27 20:34:14,6.666666667
27.8641,28.3,36.975,-6.15392, 2021-1-27 20:44:14,6.111111111
27.871,29.09,36.6,-7.6247, 2021-1-27 20:54:14,6.111111111
27.8779,30.2,37.35,-8.41433, 2021-1-27 21:4:14,6.111111111
27.8849,24.04,26.25,-10.97, 2021-1-27 21:14:14,6.111111111
27.8918,19.67,21.45,-9.70859, 2021-1-27 21:24:14,5.555555556
27.8988,15.92,15,-10.9571, 2021-1-27 21:34:14,5.555555556
27.9057,13.94,10.5,-12.7107, 2021-1-27 21:44:14,5.555555556
27.9127,14.07,17.25,-6.14106, 2021-1-27 21:54:14,5.555555556
27.9196,17.84,18.375,-10.2453, 2021-1-27 22:4:14,5
27.9266,18.64,18.225,-11.5049, 2021-1-27 22:14:14,5
27.9335,16.85,18.6,-8.64709, 2021-1-27 22:24:14,5
27.9404,15.04,13.275,-11.4615, 2021-1-27 22:34:14,5
27.9474,13.04,12.3,-9.66239, 2021-1-27 22:44:14,5
27.9543,12.19,11.025,-9.75839, 2021-1-27 22:54:14,4.444444444
27.9613,12.27,9.675,-11.2194, 2021-1-27 23:4:14,4.444444444
27.9682,10.51,4.575,-13.8781, 2021-1-27 23:14:14,5
27.9752,7.075,7.125,-6.56358, 2021-1-27 23:24:14,5
27.9821,13.53,13.125,-9.51705, 2021-1-27 23:34:14,4.444444444
27.9891,12.58,7.275,-14.0493, 2021-1-27 23:44:14,4.444444444
27.996,8.642,7.875,-7.9871, 2021-1-27 23:54:14,4.444444444
28.0029,7.856,11.025,-3.74687, 2021-1-28 0:4:14,4.444444444
28.0099,15.15,14.7,-10.1891, 2021-1-28 0:14:14,4.444444444
28.0168,15.05,13.725,-11.0254, 2021-1-28 0:24:14,4.444444444
28.0238,13.85,14.025,-9.06091, 2021-1-28 0:34:14,5
28.0307,14.47,10.5,-13.4459, 2021-1-28 0:44:14,5
28.0377,12.54,9.75,-11.5189, 2021-1-28 0:54:14,5
28.0446,11.8,5.475,-14.7674, 2021-1-28 1:4:14,5
28.0516,6.793,5.925,-7.37243, 2021-1-28 1:14:14,5
28.0585,10.68,11.325,-7.36393, 2021-1-28 1:24:14,5.555555556
28.0654,17.87,18,-10.6619, 2021-1-28 1:34:14,5.555555556
28.0724,12.54,14.325,-6.94386, 2021-1-28 1:44:14,5
28.0793,17.55,12.45,-15.768, 2021-1-28 1:54:14,5
28.0863,6.987,5.025,-8.54152, 2021-1-28 2:4:14,5
28.0932,7.623,6.9,-7.54869, 2021-1-28 2:14:14,5
28.1002,10.03,6.525,-11.2623, 2021-1-28 2:24:14,5
28.1071,5.712,2.775,-9.02302, 2021-1-28 2:34:14,5
28.1141,4.326,2.625,-7.25055, 2021-1-28 2:44:14,5
28.121,6.759,3.075,-10.1753, 2021-1-28 2:54:14,5
28.1279,4.944,2.775,-7.95775, 2021-1-28 3:4:14,5
28.1349,5.259,3.6,-7.56968, 2021-1-28 3:14:14,4.444444444
28.1418,7.367,7.65,-6.4436, 2021-1-28 3:24:14,5
28.1488,9.876,10.8,-6.77373, 2021-1-28 3:34:14,5
28.1557,16.27,16.275,-10.1676, 2021-1-28 3:44:14,5
28.1627,15.66,15.675,-9.92149, 2021-1-28 3:54:14,5
28.1696,16.29,20.625,-5.84533, 2021-1-28 4:4:14,5
28.1766,18.81,21.45,-8.51572, 2021-1-28 4:14:14,5
28.1835,19.8,22.875,-8.46391, 2021-1-28 4:24:14,4.444444444
28.1904,17.94,18.675,-10.084, 2021-1-28 4:34:14,4.444444444
28.1974,17.21,21.975,-5.77143, 2021-1-28 4:44:14,4.444444444
28.2043,15.22,13.5,-11.4862, 2021-1-28 4:54:14,4.444444444
28.2113,6.711,4.425,-8.75869, 2021-1-28 5:4:14,3.888888889
28.2182,5.644,5.1,-6.6037, 2021-1-28 5:14:14,3.888888889
28.2252,6.771,6.15,-7.11691, 2021-1-28 5:24:14,3.888888889
28.2321,7.356,6.825,-7.25334, 2021-1-28 5:34:14,3.888888889
28.2391,9.086,8.775,-7.70295, 2021-1-28 5:44:14,3.888888889
28.246,9.086,8.925,-7.55295, 2021-1-28 5:54:14,3.888888889
28.2529,10.34,9.225,-8.99233, 2021-1-28 6:4:14,3.888888889
28.2599,9.882,8.85,-8.73205, 2021-1-28 6:14:14,3.888888889
28.2668,10.34,7.05,-11.1673, 2021-1-28 6:24:14,3.888888889
28.2738,7.644,6,-8.47781, 2021-1-28 6:34:14,3.888888889
28.2807,6.893,3.15,-10.2861, 2021-1-28 6:44:14,3.888888889
28.2877,3.556,2.7,-6.10751, 2021-1-28 6:54:14,3.888888889
28.2946,3.714,2.625,-6.40167, 2021-1-28 7:4:14,3.888888889
28.3016,3.409,2.7,-5.90362, 2021-1-28 7:14:14,3.888888889
28.3085,3.144,2.7,-5.53605, 2021-1-28 7:24:14,3.333333333
28.3154,3.533,2.625,-6.15061, 2021-1-28 7:34:14,3.333333333
28.3224,3.79,2.7,-6.43209, 2021-1-28 7:44:14,3.333333333
28.3293,3.852,2.775,-6.44308, 2021-1-28 7:54:14,3.333333333
28.3363,4.106,2.7,-6.8704, 2021-1-28 8:4:14,3.333333333
28.3432,4.529,2.775,-7.38212, 2021-1-28 8:14:14,3.333333333
28.3502,4.556,2.7,-7.49457, 2021-1-28 8:24:14,3.333333333
28.3571,5.361,2.775,-8.53616, 2021-1-28 8:34:14,3.333333333
28.3641,5.825,2.775,-9.17975, 2021-1-28 8:44:14,3.888888889
28.371,6.138,2.775,-9.6139, 2021-1-28 8:54:14,4.444444444
28.3779,6.545,2.7,-10.2534, 2021-1-28 9:4:14,5
28.3849,7.001,2.775,-10.8109, 2021-1-28 9:14:14,6.111111111
28.3918,8.137,3.225,-11.9366, 2021-1-28 9:24:14,6.666666667
28.3988,8.894,5.025,-11.1866, 2021-1-28 9:34:14,7.777777778
28.4057,11.16,5.7,-13.6547, 2021-1-28 9:44:14,8.333333333
28.4127,11.36,13.8,-5.83213, 2021-1-28 9:54:14,8.888888889
28.4196,17.26,16.8,-11.0158, 2021-1-28 10:4:14,8.888888889
28.4266,17.2,17.1,-10.6326, 2021-1-28 10:14:14,9.444444444
28.4335,17.78,17.475,-11.0621, 2021-1-28 10:24:14,10.55555556
28.4404,19.45,22.5,-8.35344, 2021-1-28 10:34:14,11.11111111
28.4474,23.11,20.4,-15.5301, 2021-1-28 10:44:14,11.66666667
28.4543,20.51,22.725,-9.59873, 2021-1-28 10:54:14,11.66666667
28.4613,23.29,25.3125,-10.8673, 2021-1-28 11:4:14,11.11111111
28.4682,23.56,28.8,-7.75426, 2021-1-28 11:14:14,11.66666667
28.4752,22.78,20.475,-14.9974, 2021-1-28 11:24:14,11.66666667
28.4821,18.87,19.8,-10.2489, 2021-1-28 11:34:14,11.11111111
28.4891,20.14,21,-10.8105, 2021-1-28 11:44:14,11.11111111
28.496,21.42,22.2,-11.3859, 2021-1-28 11:54:14,11.66666667
28.5029,21.9,25.125,-9.12674, 2021-1-28 12:4:14,11.11111111
28.5099,22.98,27.075,-8.67476, 2021-1-28 12:14:14,11.66666667
28.5168,24.5,27.525,-10.3331, 2021-1-28 12:24:14,11.11111111
28.5238,24.11,29.325,-7.99214, 2021-1-28 12:34:14,11.66666667
28.5307,25.64,31.125,-8.31434, 2021-1-28 12:44:14,11.11111111
28.5377,27.41,31.275,-10.6194, 2021-1-28 12:54:14,11.66666667
28.5446,27.62,30.3,-11.8857, 2021-1-28 13:4:14,11.66666667
28.5516,28.31,34.35,-8.79279, 2021-1-28 13:14:14,12.22222222
28.5585,28.73,34.65,-9.07536, 2021-1-28 13:24:14,12.22222222
28.5654,29.05,34.875,-9.29422, 2021-1-28 13:34:14,12.77777778
28.5724,29.04,35.1,-9.05534, 2021-1-28 13:44:14,12.22222222
28.5793,29.59,32.925,-11.9932, 2021-1-28 13:54:14,12.77777778
28.5863,29.27,35.175,-9.29937, 2021-1-28 14:4:14,11.66666667
28.5932,29.7,34.875,-10.1958, 2021-1-28 14:14:14,12.22222222
28.6002,29.37,34.5,-10.1131, 2021-1-28 14:24:14,12.22222222
28.6071,29.73,33.825,-11.2874, 2021-1-28 14:34:14,12.22222222
28.6141,29,34.8,-9.29986, 2021-1-28 14:44:14,11.66666667
28.621,30.79,38.775,-7.8077, 2021-1-28 14:54:14,11.66666667
28.6279,31.81,38.85,-9.1475, 2021-1-28 15:4:14,11.66666667
28.6349,32.01,36.825,-11.4499, 2021-1-28 15:14:14,11.66666667
28.6418,28.86,35.025,-8.88067, 2021-1-28 15:24:14,11.66666667
28.6488,30.21,32.775,-13.0032, 2021-1-28 15:34:14,12.22222222
28.6557,25.88,33.075,-6.69724, 2021-1-28 15:44:14,11.66666667
28.6627,28.76,32.85,-10.917, 2021-1-28 15:54:14,11.66666667
28.6696,27.75,30.975,-11.391, 2021-1-28 16:4:14,11.66666667
28.6766,27.39,33.675,-8.1917, 2021-1-28 16:14:14,11.66666667
28.6835,28.4,31.725,-11.5426, 2021-1-28 16:24:14,11.66666667
28.6904,26.05,30.75,-9.25804, 2021-1-28 16:34:14,11.66666667
28.6974,25.67,26.775,-12.706, 2021-1-28 16:44:14,11.11111111
28.7043,24.11,27.225,-10.0921, 2021-1-28 16:54:14,11.11111111
28.7113,25.6,29.925,-9.45886, 2021-1-28 17:4:14,11.11111111
28.7182,27.12,30.3,-11.1922, 2021-1-28 17:14:14,11.11111111
28.7252,28.12,31.575,-11.3042, 2021-1-28 17:24:14,11.11111111
28.7321,24.69,30.225,-7.89663, 2021-1-28 17:34:14,10.55555556
28.7391,28.03,22.8,-19.9544, 2021-1-28 17:44:14,9.444444444
28.746,11.35,17.25,-2.36826, 2021-1-28 17:54:14,8.888888889
28.7529,18.14,12.6,-16.4364, 2021-1-28 18:4:14,8.888888889
28.7599,8.376,8.25,-7.24314, 2021-1-28 18:14:14,8.333333333
28.7668,8.554,3.9,-11.84, 2021-1-28 18:24:14,8.333333333
28.7738,5.07,2.625,-8.28252, 2021-1-28 18:34:14,8.333333333
28.7807,5.874,2.625,-9.39772, 2021-1-28 18:44:14,8.333333333
28.7877,6.068,2.625,-9.66681, 2021-1-28 18:54:14,7.222222222
28.7946,7.107,2.625,-11.108, 2021-1-28 19:4:14,7.222222222
28.8016,6.286,2.625,-9.96919, 2021-1-28 19:14:14,7.222222222
28.8085,5.453,2.625,-8.81377, 2021-1-28 19:24:14,7.222222222
28.8154,4.556,2.7,-7.49457, 2021-1-28 19:34:14,7.222222222
28.8224,5.492,2.625,-8.86786, 2021-1-28 19:44:14,7.222222222
28.8293,6.67,2.625,-10.5018, 2021-1-28 19:54:14,6.666666667
28.8363,9.91,2.625,-14.9959, 2021-1-28 20:4:14,6.666666667
28.8432,5.981,2.7,-9.47113, 2021-1-28 20:14:14,6.666666667
28.8502,4.907,2.7,-7.98143, 2021-1-28 20:24:14,6.111111111
28.8571,4.448,2.625,-7.41977, 2021-1-28 20:34:14,6.111111111
28.8641,6.572,2.7,-10.2909, 2021-1-28 20:44:14,6.111111111
28.871,9.27,2.625,-14.1082, 2021-1-28 20:54:14,5.555555556
28.8779,8.709,2.7,-13.255, 2021-1-28 21:4:14,5.555555556
28.8849,6.789,2.625,-10.6669, 2021-1-28 21:14:14,5.555555556
28.8918,5.501,2.7,-8.80535, 2021-1-28 21:24:14,5
28.8988,4.921,2.775,-7.92585, 2021-1-28 21:34:14,5
28.9057,4.794,2.7,-7.82469, 2021-1-28 21:44:14,5
28.9127,5.117,2.625,-8.34771, 2021-1-28 21:54:14,4.444444444
28.9196,5.685,2.7,-9.06056, 2021-1-28 22:4:14,4.444444444
28.9266,5.775,2.7,-9.1854, 2021-1-28 22:14:14,4.444444444
28.9335,5.514,2.7,-8.82338, 2021-1-28 22:24:14,4.444444444
28.9404,5.325,2.7,-8.56122, 2021-1-28 22:34:14,4.444444444
28.9474,6.519,2.775,-10.1424, 2021-1-28 22:44:14,4.444444444
28.9543,5.33,2.7,-8.56816, 2021-1-28 22:54:14,4.444444444
28.9613,5.05,2.7,-8.17978, 2021-1-28 23:4:14,3.888888889
28.9682,5.655,2.7,-9.01895, 2021-1-28 23:14:14,4.444444444
28.9752,6.034,2.775,-9.46965, 2021-1-28 23:24:14,3.888888889
28.9821,5.965,2.7,-9.44894, 2021-1-28 23:34:14,3.888888889
28.9891,6.316,2.625,-10.0108, 2021-1-28 23:44:14,3.888888889
28.996,6.637,2.7,-10.381, 2021-1-28 23:54:14,3.333333333
29.0029,7.695,2.625,-11.9236, 2021-1-29 0:4:14,3.333333333
29.0099,6.329,2.7,-9.95383, 2021-1-29 0:14:14,3.333333333
29.0168,5.584,2.7,-8.92047, 2021-1-29 0:24:14,3.333333333
29.0238,5.35,2.775,-8.5209, 2021-1-29 0:34:14,3.333333333
29.0307,5.459,2.7,-8.74709, 2021-1-29 0:44:14,3.333333333
29.0377,6.843,2.625,-10.7418, 2021-1-29 0:54:14,3.333333333
29.0446,6.389,2.7,-10.0371, 2021-1-29 1:4:14,2.777777778
29.0516,5.498,2.7,-8.80118, 2021-1-29 1:14:14,2.777777778
29.0585,5.326,2.7,-8.56261, 2021-1-29 1:24:14,2.777777778
29.0654,4.919,2.7,-7.99808, 2021-1-29 1:34:14,2.777777778
29.0724,4.798,2.7,-7.83024, 2021-1-29 1:44:14,2.222222222
29.0793,4.975,2.7,-8.07575, 2021-1-29 1:54:14,2.222222222
29.0863,4.732,2.625,-7.8137, 2021-1-29 2:4:14,2.222222222
29.0932,4.831,2.7,-7.87602, 2021-1-29 2:14:14,2.222222222
29.1002,4.173,2.775,-6.88833, 2021-1-29 2:24:14,2.222222222
29.1071,3.893,2.7,-6.57495, 2021-1-29 2:34:14,2.777777778
29.1141,3.79,2.625,-6.50709, 2021-1-29 2:44:14,2.777777778
29.121,2.81,2.7,-5.07277, 2021-1-29 2:54:14,2.222222222
29.1279,4.069,2.775,-6.74408, 2021-1-29 3:4:14,2.222222222
29.1349,3.248,2.7,-5.6803, 2021-1-29 3:14:14,1.666666667
29.1418,3.459,2.7,-5.97297, 2021-1-29 3:24:14,1.666666667
29.1488,3.525,2.7,-6.06452, 2021-1-29 3:34:14,1.666666667
29.1557,3.56,2.7,-6.11306, 2021-1-29 3:44:14,1.666666667
29.1627,3.43,2.775,-5.85775, 2021-1-29 3:54:14,1.666666667
29.1696,3.315,2.7,-5.77323, 2021-1-29 4:4:14,1.666666667
29.1766,4.192,2.925,-6.76468, 2021-1-29 4:14:14,1.666666667
29.1835,5.782,4.575,-7.32011, 2021-1-29 4:24:14,2.222222222
29.1904,6.51,3.975,-8.92989, 2021-1-29 4:34:14,2.222222222
